"","s01_rs3_A","s01_rs3_C","s01_rs3_T","s01_rs3_G","s01_rs3_N","s02_rs3_A","s02_rs3_C","s02_rs3_T","s02_rs3_G","s02_rs3_N","s03_rs5_A","s03_rs5_C","s03_rs5_T","s03_rs5_G","s03_rs5_N","s04_rl3_A","s04_rl3_C","s04_rl3_T","s04_rl3_G","s04_rl3_N","s05_rl3_A","s05_rl3_C","s05_rl3_T","s05_rl3_G","s05_rl3_N","s06_rl5_A","s06_rl5_C","s06_rl5_T","s06_rl5_G","s06_rl5_N","s07_dl3_A","s07_dl3_C","s07_dl3_T","s07_dl3_G","s07_dl3_N","s08_dl3_A","s08_dl3_C","s08_dl3_T","s08_dl3_G","s08_dl3_N","s09_dl5_A","s09_dl5_C","s09_dl5_T","s09_dl5_G","s09_dl5_N"
NA,0.33288409703504,0.228661275831087,0.186882300089847,0.249326145552561,0.00224618149146451,0.173677634319034,0.311536859641816,0.353602665556018,0.159100374843815,0.00208246563931695,0.183325207215992,0.321794246708922,0.41296928327645,0.0814236957581667,0.000487567040468064,0.225530834954742,0.0207258269181964,0.280263937061162,0.473394805853989,8.45952119110058e-05,0.229584120982987,0.0258034026465028,0.337807183364839,0.406805293005671,0,0.756906077348066,0.19348291802909,0.0490472432066749,0.000563761416168677,0,0.239546191247974,0.0370610480821178,0.362722852512156,0.360561858454889,0.000108049702863317,0.233844868984236,0.0110658732644326,0.289278630337196,0.465810627414135,0,0.78622208871533,0.167617903274257,0.0456593571643136,0.00050065084609993,0
NA,0.234950584007188,0.285265049415993,0.245732255166217,0.230907457322552,0.00314465408805031,0.149521032902957,0.182423990004165,0.530195751770096,0.135360266555602,0.00249895876718034,0.298391028766455,0.288639687957094,0.336908824963432,0.0745977571916139,0.00146270112140419,0.270704678115219,0.00769816428390153,0.300397597495982,0.421114964892987,8.45952119110058e-05,0.246219281663516,0.00850661625708885,0.278071833648393,0.467202268431002,0,0.821738640207464,0.125042282106213,0.0527680685533882,0.000451009132934942,0,0.233387358184765,0.00918422474338196,0.262344678552134,0.495083738519719,0,0.315272993005533,0.00668128197097818,0.198141768451822,0.479799561540871,0.000104395030796534,0.830880144187444,0.115650345449084,0.0525683388404926,0.000801041353759888,0.000100130169219986
NA,0.172506738544474,0.255166217430368,0.402066486972147,0.168463611859838,0.00179694519317161,0.129112869637651,0.137442732194919,0.41149521032903,0.320283215326947,0.00166597251145356,0.349585568015602,0.305216967333008,0.273525109702584,0.0702096538274013,0.00146270112140419,0.42052279840961,0.00397597495981727,0.24727180441587,0.328229422214703,0,0.418052930056711,0.00396975425330813,0.256238185255198,0.321739130434783,0,0.32630510767843,0.120532190776863,0.552486187845304,0.000676513699402413,0,0.390059427336575,0.00410588870880605,0.279524581307401,0.326310102647218,0,0.409437310784007,0.00302745589309949,0.245954692556634,0.341476145735463,0.000104395030796534,0.28416942024632,0.134675077600881,0.580554721137479,0.000600781015319916,0
NA,0.162247191011236,0.160898876404494,0.444943820224719,0.230561797752809,0.00134831460674157,0.326947105372761,0.101207830070804,0.255726780508122,0.311953352769679,0.0041649312786339,0.34519746465139,0.333495855680156,0.253047294002925,0.0658215504631887,0.00243783520234032,0.511547246425852,0.00321461805261822,0.266813298367312,0.218424837154217,0,0.485822306238185,0.00396975425330813,0.24413988657845,0.266068052930057,0,0.215695117826136,0.619348291802909,0.164618333521254,0.000338256849701206,0,0.46709886547812,0.00129659643435981,0.237925445705024,0.293679092382496,0,0.421860319448794,0.00334064098548909,0.314542227789957,0.260256811775759,0,0.205467107239411,0.650846099929909,0.1432862721538,0.000400520676879944,0
NA,0.208539325842697,0.131685393258427,0.34561797752809,0.311011235955056,0.00314606741573034,0.313619325281133,0.068304872969596,0.213244481466056,0.402748854643898,0.00208246563931695,0.382740126767431,0.306192101413944,0.25694783032667,0.0516821062896148,0.00243783520234032,0.707385161999831,0.0120125200913628,0.202943913374503,0.0776584045343034,0,0.647353497164461,0.0106805293005671,0.247069943289225,0.0948960302457467,0,0.135415492163716,0.756567820498365,0.107565678204984,0.000451009132934942,0,0.622906537007023,0.00669908157752566,0.262020529443544,0.108373851971907,0,0.700386261613947,0.00689007203257125,0.253471134773985,0.0392525315794968,0,0.137678982677481,0.765995794532893,0.0961249624511865,0.000200260338439972,0
NA,0.300674157303371,0.0961797752808989,0.255730337078652,0.339775280898876,0.00764044943820225,0.234902124114952,0.0612244897959184,0.356934610578925,0.34402332361516,0.00291545189504373,0.36518771331058,0.303754266211604,0.278400780107265,0.0497318381277426,0.00292540224280839,0.682683360121817,0.210472887234583,0.0834954741561628,0.0233482784874376,0,0.705765595463138,0.167013232514178,0.0982041587901701,0.0290170132325142,0,0.100011275228323,0.818468823993686,0.0810688916450558,0.000451009132934942,0,0.726742301458671,0.126526202052944,0.106861156131821,0.0397622906537007,0.000108049702863317,0.790479173191356,0.154400250548074,0.0417580123186136,0.0133625639419564,0,0.0982276960048062,0.815460098127566,0.086011815359968,0.000300390507659958,0
NA,0.281797752808989,0.0750561797752809,0.290786516853933,0.346516853932584,0.00584269662921348,0.387338608912953,0.0624739691795085,0.331528529779259,0.217825905872553,0.000832986255726781,0.308142369575817,0.356411506582155,0.279863481228669,0.0536323744514871,0.00195026816187226,0.537095000422976,0.220878098299636,0.232044666271889,0.00998223500549869,0,0.572022684310019,0.225047258979206,0.192911153119093,0.0100189035916824,0,0.573232607960311,0.387755102040816,0.0385612808659375,0.000451009132934942,0,0.591572123176661,0.235116153430578,0.163371150729336,0.00994057266342518,0,0.59609562584821,0.229460277690782,0.166405679089675,0.00803841737133312,0,0.595574246520477,0.370281365775508,0.0334434765194753,0.000700911184539902,0
NA,0.313258426966292,0.0665168539325843,0.320449438202247,0.297977528089888,0.00179775280898876,0.586838817159517,0.0583090379008746,0.211162015826739,0.142024156601416,0.00166597251145356,0.266211604095563,0.434909800097513,0.24183325207216,0.0555826426133593,0.00146270112140419,0.498012012520091,0.257592420269013,0.23889687843668,0.00549868877421538,0,0.519187145557656,0.234310018903592,0.241304347826087,0.00519848771266541,0,0.180290900890743,0.797609651595445,0.021310181531176,0.000789265982636148,0,0.519394921663965,0.226039978390059,0.249702863317126,0.00486223662884927,0,0.448272262240317,0.307025785572607,0.240943731078401,0.00375822110867523,0,0.160508661259638,0.821868428957645,0.0173225192750576,0.000300390507659958,0
NA,0.464269662921348,0.0651685393258427,0.268314606741573,0.195505617977528,0.00674157303370787,0.646397334443982,0.0745522698875469,0.151187005414411,0.124531445231154,0.00333194502290712,0.246221355436372,0.51633349585568,0.191613846903949,0.0419307654802535,0.00390053632374451,0.318500972844937,0.199729295321885,0.469080450046527,0.0126046865747399,8.45952119110058e-05,0.343289224952741,0.242155009451796,0.402457466918715,0.0120037807183365,9.45179584120983e-05,0.153568609764348,0.836734693877551,0.0089074303754651,0.000789265982636148,0,0.379362506753106,0.257590491626148,0.355807671528903,0.00723933009184225,0,0.279987472596304,0.249921703726903,0.462574381459443,0.00751644221735045,0,0.151396815860619,0.839991989586462,0.00791028336837889,0.000700911184539902,0
NA,0.59685393258427,0.0755056179775281,0.194157303370787,0.132134831460674,0.00134831460674157,0.489795918367347,0.261141191170346,0.151603498542274,0.0945439400249896,0.00291545189504373,0.298878595806923,0.490980009751341,0.160409556313993,0.045831301803998,0.00390053632374451,0.287877506133153,0.0810422130107436,0.419761441502411,0.211318839353693,0,0.270415879017013,0.0962192816635161,0.465879017013233,0.167485822306238,0,0.649114894576615,0.347277032359905,0.00248055023114218,0.00112752283233735,0,0.274014046461372,0.105672609400324,0.493138843868179,0.127174500270124,0,0.326025681177576,0.0388349514563107,0.479277586386888,0.155652990917632,0.000208790061593068,0.684990487633924,0.311204565935716,0.00280364473815961,0.00100130169219986,0
NA,0.560449438202247,0.152359550561798,0.170337078651685,0.112359550561798,0.00449438202247191,0.347083333333333,0.255,0.323333333333333,0.0733333333333333,0.00125,0.339346660165773,0.467089224768406,0.138956606533398,0.052657240370551,0.00195026816187226,0.219439979697149,0.230860333305135,0.327383470095593,0.222316216902123,0,0.262665406427221,0.191398865784499,0.320226843100189,0.225614366729679,9.45179584120983e-05,0.743488555643252,0.252114105310633,0.0019167888149735,0.00236779794790845,0.000112752283233735,0.275958941112912,0.162182603997839,0.326310102647218,0.235548352242031,0,0.264537008038417,0.1656749138741,0.339805825242718,0.229982252844765,0,0.746270151196555,0.249123861019325,0.0014018223690798,0.00320416541503955,0
NA,0.454136690647482,0.234712230215827,0.22931654676259,0.0773381294964029,0.00449640287769784,0.44625,0.155,0.32375,0.07375,0.00125,0.311555338859093,0.49878108239883,0.134080936128718,0.053144807411019,0.00243783520234032,0.284747483292446,0.229929785974114,0.217409694611285,0.267913036122156,0,0.258601134215501,0.232608695652174,0.265973534971645,0.242816635160681,0,0.329123914759274,0.661179388882625,0.00124027511557109,0.00845642124253016,0,0.231010264721772,0.243219881145327,0.293679092382496,0.232090761750405,0,0.19156488151164,0.23614155966176,0.260256811775759,0.31203674705084,0,0.304395714428757,0.684389706618604,0.00100130169219986,0.0102132772604386,0
NA,0.402877697841727,0.204136690647482,0.308003597122302,0.0836330935251798,0.00134892086330935,0.405,0.11,0.394583333333333,0.0891666666666667,0.00125,0.38,0.44390243902439,0.112682926829268,0.0614634146341463,0.00195121951219512,0.243380424667964,0.270535487691397,0.0789273327129685,0.407156754927671,0,0.251228733459357,0.246691871455577,0.0955576559546314,0.406521739130435,0,0.725222685759387,0.236441537941143,0.000676513699402413,0.0376592626000677,0,0.273257698541329,0.235008103727715,0.10848190167477,0.383252296056186,0,0.244075582002297,0.314124647666771,0.0394613216410899,0.402338448689842,0,0.743065985781516,0.21167517773105,0.000400520676879944,0.0448583158105537,0
NA,0.432553956834532,0.140737410071942,0.343525179856115,0.0813848920863309,0.00179856115107914,0.295,0.114166666666667,0.3275,0.262916666666667,0.000416666666666667,0.410243902439024,0.391707317073171,0.106829268292683,0.0863414634146341,0.0048780487804878,0.26579815582438,0.419169275019034,0.0246172066661027,0.290330767278572,8.45952119110058e-05,0.243478260869565,0.416351606805293,0.0301512287334594,0.309829867674858,0.000189035916824197,0.291126395309505,0.174315029879355,0.000451009132934942,0.534107565678205,0,0.237277147487844,0.389519178822258,0.0399783900594273,0.33322528363047,0,0.314646622820754,0.408915335630024,0.0151372794654974,0.261300762083725,0,0.273355361970562,0.166516471412837,0.000700911184539902,0.559427255432062,0
NA,0.360161870503597,0.139838129496403,0.345323741007194,0.151978417266187,0.00269784172661871,0.25,0.28875,0.222083333333333,0.23625,0.00291666666666667,0.4,0.404390243902439,0.0921951219512195,0.101951219512195,0.00146341463414634,0.201167413924372,0.499703916758311,0.0206412317062854,0.278487437611031,0,0.245746691871456,0.475519848771267,0.0189035916824197,0.259829867674858,0,0.202503100687789,0.620475814635246,0.00146577968203856,0.175329800428459,0.000225504566467471,0.261804430037817,0.459643435980551,0.0155591572123177,0.262992976769314,0,0.252322789435223,0.415179037477816,0.013884539095939,0.318613633991022,0,0.189746670671873,0.648843496545509,0.000801041353759888,0.160308400921198,0.000300390507659958
NA,0.26978417266187,0.190197841726619,0.294514388489209,0.243705035971223,0.00179856115107914,0.388495206335973,0.256356815339725,0.16340141725719,0.190079199666528,0.00166736140058358,0.411707317073171,0.379024390243902,0.08,0.124878048780488,0.00439024390243902,0.0735978343625751,0.496658489129515,0.214025886134845,0.215717790373065,0,0.090359168241966,0.481474480151229,0.170321361058601,0.257844990548204,0,0.638741684519112,0.207125944300372,0.00101477054910362,0.153004848348179,0.000112752283233735,0.102323068611561,0.495732036736899,0.13030794165316,0.271528903295516,0.000108049702863317,0.0359118905940077,0.546194801127466,0.156592546194801,0.261300762083725,0,0.663562631420847,0.184740162210874,0.00120156203063983,0.150495644337639,0
NA,0.305305755395683,0.267535971223022,0.200539568345324,0.223021582733813,0.00359712230215827,0.333194328607173,0.199332777314429,0.132610508757298,0.331109257714762,0.00375312760633862,0.37219512195122,0.340487804878049,0.0853658536585366,0.198048780487805,0.00390243902439024,0.0235174689112596,0.462735809153202,0.231452499788512,0.282294222147026,0,0.0277882797731569,0.482514177693762,0.233742911153119,0.255954631379962,0,0.216371631525538,0.130116134851731,0.00135302739880483,0.652046453940692,0.000112752283233735,0.0377093462992977,0.492922744462453,0.240302539168017,0.228957320367369,0.000108049702863317,0.013675749034346,0.56174966071615,0.235619584507777,0.188955005741727,0,0.194152398117553,0.114949434264544,0.000700911184539902,0.690197256433363,0
NA,0.35476618705036,0.24910071942446,0.154676258992806,0.238758992805755,0.00269784172661871,0.237896494156928,0.3610183639399,0.112687813021703,0.285893155258765,0.00250417362270451,0.333658536585366,0.335121951219512,0.0897560975609756,0.236585365853659,0.0048780487804878,0.0188647322561543,0.272227391929617,0.465527451146265,0.243380424667964,0,0.0192816635160681,0.330529300567108,0.399243856332703,0.250945179584121,0,0.13913631751043,0.0878340286390799,0.00225504566467471,0.770774608185816,0,0.0150189086980011,0.360777957860616,0.353646677471637,0.270448406266883,0.000108049702863317,0.0127361937571772,0.284685248982148,0.460382085812715,0.242196471447959,0,0.126364273555622,0.0916191048362872,0.00320416541503955,0.778812456193051,0
NA,0.302607913669065,0.260341726618705,0.135341726618705,0.298111510791367,0.00359712230215827,0.186560934891486,0.499165275459099,0.118530884808013,0.191151919866444,0.00459098497495826,0.345365853658537,0.314146341463415,0.0868292682926829,0.248292682926829,0.00536585365853659,0.212672362744269,0.0941544708569495,0.417646561204636,0.275526605194146,0,0.170321361058601,0.115217391304348,0.462759924385633,0.251701323251418,0,0.126395309505017,0.040478069680911,0.00823091667606269,0.824895704138009,0,0.129551593733117,0.138303619665046,0.490437601296596,0.24170718530524,0,0.156801336256394,0.0468733688276438,0.477294080801754,0.319031214114208,0,0.138079503354361,0.0352458195654351,0.0105136677680985,0.816161009312106,0
NA,0.213129496402878,0.406025179856115,0.121402877697842,0.255845323741007,0.00359712230215827,0.156576200417537,0.390814196242171,0.280584551148225,0.165762004175365,0.00626304801670146,0.342926829268293,0.26390243902439,0.0936585365853659,0.295121951219512,0.00439024390243902,0.221385669571102,0.0399289400219948,0.328398612638525,0.410202182556467,8.45952119110058e-05,0.224952741020794,0.0435727788279773,0.32164461247637,0.409829867674858,0,0.576727928740557,0.0225504566467471,0.0386740331491713,0.361934829180291,0.000112752283233735,0.235116153430578,0.0513236088600756,0.327390599675851,0.386169638033495,0,0.230817413091137,0.0239064620524063,0.340536590458294,0.404635139367366,0.000104395030796534,0.597777110243316,0.0186242114749174,0.0465605286872935,0.337038149594473,0
NA,0.168615107913669,0.446492805755396,0.192446043165468,0.188848920863309,0.00359712230215827,0.135699373695198,0.276826722338205,0.278079331941545,0.306054279749478,0.00334029227557411,0.31219512195122,0.221951219512195,0.106829268292683,0.355121951219512,0.00390243902439024,0.25733863463328,0.221470264783013,0.229337619490737,0.291768885881059,8.45952119110058e-05,0.234499054820416,0.179111531190926,0.275047258979206,0.311342155009452,0,0.225730071033938,0.0101477054910362,0.538279400157853,0.225842823317172,0,0.227444624527283,0.138627768773636,0.298433279308482,0.3354943273906,0,0.307547760726589,0.163065038104186,0.266102933500365,0.263284267668859,0,0.21147491739261,0.0100130169219986,0.564233503554621,0.21407830179233,0.000200260338439972
NA,0.143435251798561,0.33318345323741,0.283273381294964,0.237410071942446,0.00269784172661871,0.125678496868476,0.227974947807933,0.368684759916493,0.270146137787056,0.00751565762004175,0.305853658536585,0.188292682926829,0.124878048780488,0.375121951219512,0.00585365853658537,0.19930631926233,0.236528212503172,0.286270197106844,0.277895271127654,0,0.24187145557656,0.238090737240076,0.260586011342155,0.259357277882798,9.45179584120983e-05,0.647085353478408,0.00360807306347954,0.210621265080618,0.138459803811027,0.000225504566467471,0.257374392220421,0.244192328471097,0.235656401944895,0.262776877363587,0,0.249608518634513,0.239064620524063,0.192922016911995,0.318300448898632,0.000104395030796534,0.658455992790628,0.00320416541503955,0.202463202162812,0.135275858616201,0.000600781015319916
NA,0.14523381294964,0.25,0.310701438848921,0.29136690647482,0.00269784172661871,0.28643006263048,0.175782881002088,0.324008350730689,0.209185803757829,0.0045929018789144,0.330731707317073,0.177560975609756,0.169268292682927,0.317560975609756,0.0048780487804878,0.071905930124355,0.479654851535403,0.242365282125032,0.20607393621521,0,0.0890359168241966,0.411531190926276,0.250094517958412,0.249338374291115,0,0.249182545946555,0.00236779794790845,0.673131130905401,0.0748675160672004,0.000451009132934942,0.101242571582928,0.360453808752026,0.271853052404106,0.26645056726094,0,0.0342415701012632,0.468838083307235,0.24125691617079,0.255454640359119,0.000208790061593068,0.237008110543707,0.00190247321517973,0.691899469310103,0.0683889055772504,0.000801041353759888
NA,0.201438848920863,0.203237410071942,0.334532374100719,0.254496402877698,0.00629496402877698,0.261795407098121,0.174112734864301,0.21544885177453,0.345302713987474,0.00334029227557411,0.351707317073171,0.168292682926829,0.212682926829268,0.260975609756098,0.00634146341463415,0.0323999661619152,0.629811352677438,0.264613822857626,0.073090263091109,8.45952119110058e-05,0.0354442344045369,0.630434782608696,0.243667296786389,0.0904536862003781,0,0.15514714172962,0.00180403653173977,0.773706167549893,0.0691171496222799,0.000225504566467471,0.0418152350081037,0.617287952458131,0.236736898973528,0.104159913560238,0,0.0167032049274455,0.63284267668859,0.31475101785155,0.0357031005324147,0,0.14048262741564,0.00130169219985982,0.78502052668469,0.0729948933613698,0.000200260338439972
NA,0.268884892086331,0.171762589928058,0.293615107913669,0.263039568345324,0.00269784172661871,0.184133611691023,0.327348643006263,0.195824634655532,0.28768267223382,0.00501043841336117,0.330243902439024,0.153170731707317,0.266829268292683,0.244390243902439,0.00536585365853659,0.216817528127908,0.558159208188816,0.201928770831571,0.0230944928517046,0,0.174291115311909,0.552835538752363,0.244990548204159,0.027882797731569,0,0.142293381440974,0.000789265982636148,0.313564099673018,0.543127748336904,0.000225504566467471,0.135062128579146,0.565856293895192,0.261264181523501,0.037817396002161,0,0.159620002087901,0.574590249504124,0.25180081428124,0.013884539095939,0.000104395030796534,0.153299289075799,0.000901171522979874,0.277460698908581,0.5681385801542,0.000200260338439972
NA,0.223571749887539,0.239766081871345,0.217723796671165,0.316239316239316,0.00269905533063428,0.157477025898079,0.305346700083542,0.330827067669173,0.201754385964912,0.00459482038429407,0.361951219512195,0.131219512195122,0.281951219512195,0.219024390243902,0.00585365853658537,0.221977836054479,0.695118856272735,0.0736824295744861,0.00922087809829964,0,0.225425330812854,0.6734404536862,0.0911153119092628,0.0100189035916824,0,0.612357650242417,0.00101477054910362,0.206674935167437,0.179952644041042,0,0.236628849270664,0.650567260940032,0.102539168017288,0.0102647217720151,0,0.230504227998747,0.725754254097505,0.0361206806556008,0.00762083724814699,0,0.638530089115851,0.000700911184539902,0.196655652348052,0.163412436167017,0.000700911184539902
NA,0.174089068825911,0.323886639676113,0.246063877642825,0.253711201079622,0.00224921277552856,0.1265664160401,0.416457811194653,0.282372598162072,0.16750208855472,0.00710108604845447,0.321951219512195,0.130243902439024,0.299512195121951,0.241951219512195,0.00634146341463415,0.258607562811945,0.703747567887658,0.0330767278572033,0.00456814144319431,0,0.236200378071834,0.722211720226843,0.0356332703213611,0.00595463137996219,0,0.724771676626452,0.000676513699402413,0.124478520690044,0.150073288984102,0,0.227336574824419,0.725553754727175,0.0426796326310103,0.004430037817396,0,0.308696106065351,0.66958972752897,0.0179559452970039,0.00375822110867523,0,0.730149193952138,0.000700911184539902,0.123660758986683,0.1452888755382,0.000200260338439972
NA,0.155195681511471,0.35987404408457,0.297795771479982,0.183085919928025,0.00404858299595142,0.1265664160401,0.546365914786967,0.193400167084378,0.129908103592314,0.0037593984962406,0.331219512195122,0.117560975609756,0.271219512195122,0.275609756097561,0.00439024390243902,0.200406057017173,0.569325776161069,0.215802385584976,0.014465781236782,0,0.242249527410208,0.570415879017013,0.174291115311909,0.0130434782608696,0,0.324952080279626,0.00135302739880483,0.0611117375126846,0.612357650242417,0.000225504566467471,0.258454889249055,0.59870340356564,0.134954078876283,0.00788762830902215,0,0.250548073911682,0.580853951351916,0.159724397118697,0.0088735776177054,0,0.302393111044358,0.00110143186141985,0.0538700310403525,0.64243516571543,0.000200260338439972
NA,0.127755285650023,0.464237516869096,0.255060728744939,0.148897885739991,0.00404858299595142,0.288638262322473,0.437761069340017,0.171679197994987,0.0977443609022556,0.00417710944026733,0.361463414634146,0.110731707317073,0.208292682926829,0.31219512195122,0.00731707317073171,0.0820573555536757,0.48363082649522,0.222147026478301,0.212164791472803,0,0.097069943289225,0.509735349716446,0.225047258979206,0.168147448015123,0,0.723531401510881,0.000902018265869884,0.0322471530048484,0.243206674935167,0.000112752283233735,0.106969205834684,0.529227444624527,0.236736898973528,0.126958400864398,0.000108049702863317,0.0397745067334795,0.574485854473327,0.230504227998747,0.155235410794446,0,0.740762991889456,0.000801041353759888,0.0299389205967758,0.227495744467808,0.00100130169219986
NA,0.191632928475034,0.509221772379667,0.179037336932074,0.116059379217274,0.00404858299595142,0.256474519632414,0.514619883040936,0.129490392648287,0.0969089390142022,0.0025062656641604,0.429756097560976,0.108780487804878,0.170731707317073,0.288292682926829,0.0024390243902439,0.233059808814821,0.278995008882497,0.257254039421369,0.230691142881313,0,0.192155009451796,0.339792060491493,0.235727788279773,0.232325141776938,0,0.321795016349081,0.00101477054910362,0.01961889728267,0.65712030668621,0.000451009132934942,0.162182603997839,0.370934629929768,0.227552674230146,0.239330091842247,0,0.166092493997286,0.29157532101472,0.307860945818979,0.234471239169016,0,0.310503654751177,0.00100130169219986,0.0220286372283969,0.665965755482127,0.00050065084609993
NA,0.265407107512371,0.480431848852901,0.159694107062528,0.0917678812415655,0.00269905533063428,0.176691729323308,0.611528822055138,0.132832080200501,0.0756056808688388,0.00334168755221387,0.428292682926829,0.0995121951219512,0.162926829268293,0.301951219512195,0.00731707317073171,0.238981473648591,0.0956771846713476,0.199221724050419,0.466119617629642,0,0.241398865784499,0.11758034026465,0.241493383742911,0.39952741020794,0,0.694215807870109,0.00146577968203856,0.0411545833803134,0.262712819934604,0.000451009132934942,0.247866018368449,0.141437061048082,0.257698541329011,0.352998379254457,0,0.241048126109197,0.0484392942895918,0.250234888819292,0.460277690781919,0,0.698107539801742,0.0014018223690798,0.0487633924101332,0.251426854911385,0.000300390507659958
NA,0.228070175438596,0.544759334233018,0.133153396311291,0.0917678812415655,0.00224921277552856,0.160401002506266,0.471177944862155,0.275271512113617,0.089390142021721,0.0037593984962406,0.400975609756098,0.0902439024390244,0.172195121951219,0.330731707317073,0.00585365853658537,0.479231875475848,0.0305388714998731,0.0702986210980459,0.419930631926233,0,0.410869565217391,0.036578449905482,0.087523629489603,0.465028355387524,0,0.275341075656782,0.0019167888149735,0.527680685533882,0.194835945427895,0.000225504566467471,0.360777957860616,0.0478660183684495,0.100702323068612,0.490653700702323,0,0.467794132999269,0.0200438459129345,0.0334064098548909,0.478755611232905,0,0.257935315910684,0.00190247321517973,0.551516972063683,0.188545108641234,0.000100130169219986
NA,0.167791273054431,0.55510571300045,0.185335132703554,0.0890688259109312,0.00269905533063428,0.142021720969089,0.353383458646617,0.247284878863826,0.254385964912281,0.00292397660818713,0.380975609756098,0.1,0.165365853658537,0.348780487804878,0.0048780487804878,0.628034853227307,0.0108281871246087,0.0217409694611285,0.339395990186955,0,0.629206049149338,0.0133270321361059,0.025992438563327,0.331474480151229,0,0.159431728492502,0.0019167888149735,0.167098883752396,0.671439846656895,0.000112752283233735,0.617396002160994,0.0137223122636413,0.0361966504592112,0.332685035116153,0,0.631276751226642,0.0094999478024846,0.0119010335108049,0.347322267460069,0,0.14318614198458,0.00120156203063983,0.149594472814659,0.705917693000901,0.000100130169219986
NA,0.147548358074674,0.411156095366622,0.265407107512371,0.170940170940171,0.00494826810616284,0.29251984956122,0.30296698704555,0.169661512745508,0.230672795653991,0.00417885499373172,0.375609756097561,0.0873170731707317,0.155609756097561,0.378536585365854,0.00292682926829268,0.546231283309365,0.00499111750274934,0.0087133068268336,0.440064292361052,0,0.543950850661626,0.00623818525519849,0.0100189035916824,0.439792060491493,0,0.107114669072049,0.00124027511557109,0.109031457887022,0.782613597925358,0,0.560886007563479,0.00551053484602917,0.00972447325769854,0.423878984332793,0,0.567908967533145,0.00469777638584403,0.00772523227894352,0.419668023802067,0,0.109141884449785,0.00100130169219986,0.0966256132972865,0.793231200560729,0
NA,0.210976158344579,0.308591992802519,0.228520017993702,0.246513720197931,0.00539811066126856,0.265357292101964,0.248223986627664,0.146677810279983,0.335562055996657,0.00417885499373172,0.338048780487805,0.0882926829268293,0.188292682926829,0.380487804878049,0.0048780487804878,0.475848066999408,0.00279164199306319,0.014804162084426,0.506556128923103,0,0.500661625708885,0.00349716446124764,0.0131379962192817,0.482703213610586,0,0.0588566918480099,0.000451009132934942,0.0791521028300823,0.861540196188973,0,0.521880064829822,0.00356564019448947,0.00864397622906537,0.465910318746623,0,0.567282597348366,0.00302745589309949,0.00835160246372273,0.421338344294812,0,0.0565735456092921,0.00160208270751978,0.0822068689296085,0.8592169820767,0.000400520676879944
NA,0.297795771479982,0.250112460638776,0.157444894287,0.289248762932973,0.00539811066126856,0.367321353949018,0.203092352695361,0.122022565816966,0.30171333054743,0.0058503969912244,0.313658536585366,0.0721951219512195,0.195121951219512,0.412682926829268,0.00634146341463415,0.278825818458675,0.00186109466204213,0.211995601048981,0.507317485830302,0,0.339981096408318,0.00236294896030246,0.167769376181474,0.489886578449905,0,0.0710339384372533,0.00180403653173977,0.0386740331491713,0.888487991881836,0,0.373311723392761,0.00151269584008644,0.127174500270124,0.498001080497029,0,0.290113790583568,0.00187911055433761,0.155548595886836,0.552458502975258,0,0.0771002302993892,0.00290377490737959,0.0340442575347952,0.885851607089216,0.000100130169219986
NA,0.340530814215025,0.193432298695457,0.126405757984705,0.332883490778228,0.0067476383265857,0.489761805265357,0.165064772252403,0.109068115336398,0.231508566652737,0.00459674049310489,0.266341463414634,0.0790243902439024,0.164390243902439,0.486829268292683,0.00341463414634146,0.0992301835716098,0.00109973775484308,0.229506809914559,0.670163268758988,0,0.123156899810964,0.00122873345935728,0.231379962192817,0.644234404536862,0,0.568384259781261,0.00777990754312775,0.023001465779682,0.400721614612696,0.000112752283233735,0.149756888168558,0.00075634792004322,0.237277147487844,0.612209616423555,0,0.0497964296899468,0.000835160246372273,0.234158054076626,0.715210355987055,0,0.598377891258636,0.0093121057374587,0.0190247321517973,0.373185140682888,0.000100130169219986
NA,0.430499325236167,0.177237966711651,0.10391363022942,0.284300494826811,0.00404858299595142,0.398244880902633,0.139573756790639,0.0902632678646051,0.367739239448391,0.00417885499373172,0.282439024390244,0.0775609756097561,0.122926829268293,0.51219512195122,0.0048780487804878,0.0444970814651891,0.000676761695288047,0.463158785212757,0.491667371626766,0,0.0505671077504726,0.00151228733459357,0.395463137996219,0.552457466918715,0,0.694779569286278,0.0383357762994701,0.0104859623407374,0.256285939790281,0.000112752283233735,0.0582387898433279,0.000648298217179903,0.348028092922744,0.593084819016748,0,0.0271427080070989,0.00146153043115148,0.457772210042802,0.513623551518948,0,0.702112746570542,0.0447581856413337,0.0106137979373185,0.242515269850806,0
NA,0.436797121007647,0.153846153846154,0.10076473234368,0.307242465137202,0.00134952766531714,0.295445048056832,0.127455077308817,0.107814458838278,0.46510656080234,0.00417885499373172,0.264878048780488,0.0878048780487805,0.121463414634146,0.52,0.00585365853658537,0.232890618390999,0.000676761695288047,0.416208442602149,0.350224177311564,0,0.19054820415879,0.000945179584120983,0.458317580340265,0.350189035916824,0,0.323148043747886,0.519337016574586,0.00529935731198557,0.152215582365543,0,0.148892490545651,0.000864397622906537,0.482441923284711,0.367801188546731,0,0.170372690259944,0.000626370184779205,0.47531057521662,0.353690364338657,0,0.302192850705918,0.542805647341544,0.00740963252227896,0.147491739261039,0.000100130169219986
